kanban_id,work_order_id,sales_order_id,part_no,work_center_id,process_id,process_seq,expected_start_time,actual_start_time,produce_status,planned_today_flag,started_today_flag,overdue_not_started_so_far_flag,overdue_4h_not_started_flag,started_on_time_today_flag,started_late_today_flag
S-W-20250930204700608-0052,T20-000965792,S11-250800036^5,33503175,B50063,S1,10,2025-10-28 14:31:16,,0,1,0,1,1,0,0
S-W-20250930204847070-0002,T20-000965062,S13-250900020^10,34103169,B50063,S1,10,2025-10-28 14:31:37,,0,1,0,1,1,0,0
S-W-20250930204847070-0004,T20-000965061,S13-250900020^10,34103087,B50063,S1,10,2025-10-28 14:31:37,,0,1,0,1,1,0,0
S-W-20250930204707728-0065,T20-000965257,S11-250800033^3,30303341,B50063,S1,10,2025-10-28 14:34:07,,2,1,0,1,1,0,0
S-W-20250930204707728-0074,T20-000965259,S11-250800033^3,30403039,B50063,S1,10,2025-10-28 14:34:07,,0,1,0,1,1,0,0
S-W-20250930204707728-0076,T20-000965260,S11-250800033^3,30403120,B50063,S1,10,2025-10-28 14:34:07,,0,1,0,1,1,0,0
S-W-20250930204707728-0078,T20-000965261,S11-250800033^3,30403121,B50063,S1,10,2025-10-28 14:34:07,,0,1,0,1,1,0,0
S-W-20250923163614619-0060,T20-000965393,S11-250800033^5,34103087,B50063,S1,10,2025-10-28 14:34:52,,0,1,0,1,1,0,0
S-W-20250923163614619-0066,T20-000965394,S11-250800033^5,34103169,B50063,S1,10,2025-10-28 14:34:52,,0,1,0,1,1,0,0
S-W-20250930204659668-0003,T20-000965700,S11-250800036^3,30303345,B50063,S1,10,2025-10-28 14:36:00,,0,1,0,1,1,0,0
S-W-20250930204659668-0006,T20-000965701,S11-250800036^3,30303346,B50063,S1,10,2025-10-28 14:36:00,,2,1,0,1,1,0,0
S-W-20250930204659668-0009,T20-000965702,S11-250800036^3,30303347,B50063,S1,10,2025-10-28 14:36:00,,0,1,0,1,1,0,0
S-W-20250930204659668-0012,T20-000965703,S11-250800036^3,30303348,B50063,S1,10,2025-10-28 14:36:00,,0,1,0,1,1,0,0
S-W-20250925110513736-0004,T20-000964641,S11-250900027^2,34203109,B50063,S1,10,2025-10-28 14:38:16,,0,1,0,1,1,0,0
S-W-20250925110513736-0005,T20-000964635,S11-250900027^2,32103009,B50063,S1,10,2025-10-28 14:38:16,,0,1,0,1,1,0,0
S-W-20250925110513736-0007,T20-000964616,S11-250900027^2,30303160,B50063,S1,10,2025-10-28 14:38:16,,0,1,0,1,1,0,0
S-W-20250925110513736-0008,T20-000964615,S11-250900027^2,30303159,B50063,S1,10,2025-10-28 14:38:16,,0,1,0,1,1,0,0
S-W-20250930204743756-0005,T20-000964309,S1A-250900012^1,34000055,B50063,S1,10,2025-10-28 14:38:16,,2,1,0,1,1,0,0
S-W-20250930204744526-0016,T20-000964322,S1A-250900012^2,34003038,B50063,S1,10,2025-10-28 14:43:36,,2,1,0,1,1,0,0
S-W-20250930204850079-0002,T20-000964170,S13-250900013^3,33403130,B50063,S1,10,2025-10-28 14:45:55,,0,1,0,1,1,0,0
S-W-20250930204850079-0004,T20-000964169,S13-250900013^3,33303138,B50063,S1,10,2025-10-28 14:45:55,,0,1,0,1,1,0,0
S-W-20250930204850079-0006,T20-000964168,S13-250900013^3,33303120,B50063,S1,10,2025-10-28 14:45:55,,0,1,0,1,1,0,0
S-W-20250930204850079-0008,T20-000964167,S13-250900013^3,33303119,B50063,S1,10,2025-10-28 14:45:55,,2,1,0,1,1,0,0
S-W-20250930204850079-0010,T20-000964166,S13-250900013^3,33303118,B50063,S1,10,2025-10-28 14:45:55,,0,1,0,1,1,0,0
S-W-20250930204850079-0012,T20-000964165,S13-250900013^3,33303115,B50063,S1,10,2025-10-28 14:45:55,,0,1,0,1,1,0,0
S-W-20250930204850079-0014,T20-000964163,S13-250900013^3,33303090,B50063,S1,10,2025-10-28 14:45:55,,2,1,0,1,1,0,0
