kanban_id,work_order_id,sales_order_id,part_no,work_center_id,process_id,process_seq,expected_start_time,actual_start_time,produce_status,planned_today_flag,started_today_flag,overdue_not_started_so_far_flag,started_on_time_today_flag,started_late_today_flag
S-W-20250923163615359-0047-3,T10-000633238,S11-250800033^6,21020538,1A,T067,40,2025-10-21 02:37:51.600,,0,1,0,1,0,0
S-W-20250923163615359-0049-3,T10-000633239,S11-250800033^6,21020539,1A,T067,40,2025-10-21 02:53:13.200,,0,1,0,1,0,0
S-W-20250923163604680-0017-4,T10-000633408,S11-250800036^4,21020540,1A,T067,50,2025-10-21 00:53:18.000,,0,1,0,1,0,0
S-W-20250923163604680-0021-4,T10-000633403,S11-250800036^4,21020326,1A,T067,50,2025-10-21 00:57:58.800,,0,1,0,1,0,0
S-W-20250923163613489-0037-4,T10-000633202,S11-250800033^4,21020540,1A,T067,50,2025-10-21 02:09:57.600,,0,1,0,1,0,0
S-W-20250923163613489-0041-4,T10-000633197,S11-250800033^4,21020326,1A,T067,50,2025-10-21 02:29:52.800,,0,1,0,1,0,0
S-W-20250923163614619-0040-4,T10-000633221,S11-250800033^5,21020540,1A,T067,50,2025-10-21 02:42:00.000,,0,1,0,1,0,0
S-W-20250923163614619-0036-4,T10-000633216,S11-250800033^5,21020326,1A,T067,50,2025-10-21 03:29:52.800,,0,1,0,1,0,0
S-W-20250916195704322-0029-5,T10-000632961,S11-250900027^6,21030710,1A,T067,60,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0041-5,T10-000632953,S11-250900027^6,21030585,1A,T067,60,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0029-5,T10-000632961,S11-250900027^6,21030710,1A,T067,60,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0013-5,T10-000632961,S11-250900027^6,21030710,1A,T067,60,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0041-5,T10-000632953,S11-250900027^6,21030585,1A,T067,60,2025-10-20 23:56:50.400,,0,1,0,1,0,0
S-W-20250925110516351-0025-5,T10-000632953,S11-250900027^6,21030585,1A,T067,60,2025-10-21 00:00:04.800,,0,1,0,1,0,0
S-W-20250925110645602-0014-5,T10-000633266,S11-250800033^7,21031066,1A,T067,60,2025-10-21 00:23:28.800,,0,1,0,1,0,0
S-W-20250925110645602-0015-5,T10-000633267,S11-250800033^7,21031067,1A,T067,60,2025-10-21 00:28:24.000,,0,1,0,1,0,0
S-W-20250916195704322-0029-1,T10-000632961,S11-250900027^6,21030710,1A,T070,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0041-1,T10-000632953,S11-250900027^6,21030585,1A,T070,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0029-1,T10-000632961,S11-250900027^6,21030710,1A,T070,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0013-1,T10-000632961,S11-250900027^6,21030710,1A,T070,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0041-1,T10-000632953,S11-250900027^6,21030585,1A,T070,20,2025-10-20 23:56:50.400,,0,1,0,1,0,0
S-W-20250925110516351-0025-1,T10-000632953,S11-250900027^6,21030585,1A,T070,20,2025-10-21 00:00:04.800,,0,1,0,1,0,0
S-W-20250925110533992-0054-1,T10-000632646,S11-250900021^1,21020562,1A,T070,20,2025-10-21 00:07:13.200,,0,1,0,1,0,0
S-W-20250923163601810-0013-1,T10-000633306,S11-250800036^1,21030809,1A,T070,20,2025-10-21 00:07:49.200,,0,1,0,1,0,0
S-W-20250923163601810-0017-1,T10-000633304,S11-250800036^1,21030805,1A,T070,20,2025-10-21 00:17:03.600,,0,1,0,1,0,0
S-W-20250923163609660-0015-1,T10-000633102,S11-250800033^1,21030431,1A,T070,20,2025-10-21 01:02:50.400,,0,1,0,1,0,0
S-W-20250923163609660-0017-1,T10-000633099,S11-250800033^1,21030245,1A,T070,20,2025-10-21 01:04:06.000,,0,1,0,1,0,0
S-W-20250923163609660-0051-1,T10-000633112,S11-250800033^1,21420152,1A,T070,20,2025-10-21 02:04:08.400,,0,1,0,1,0,0
S-W-20250916195704322-0031-1,T10-000632960,S11-250900027^6,21030635,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0035-1,T10-000632958,S11-250900027^6,21030600,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0037-1,T10-000632955,S11-250900027^6,21030590,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163525243-0061-1,T10-000632387,S11-250800038^3,21030874,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0031-1,T10-000632960,S11-250900027^6,21030635,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0035-1,T10-000632958,S11-250900027^6,21030600,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0037-1,T10-000632955,S11-250900027^6,21030590,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110513126-0007-1,T10-000632849,S11-250900027^1,21420119,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0005-1,T10-000632968,S11-250900027^6,21420325,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0015-1,T10-000632960,S11-250900027^6,21030635,1A,T071,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0019-1,T10-000632958,S11-250900027^6,21030600,1A,T071,20,2025-10-20 23:54:19.200,,0,1,0,1,0,0
S-W-20250925110516351-0021-1,T10-000632955,S11-250900027^6,21030590,1A,T071,20,2025-10-20 23:57:33.600,,0,1,0,1,0,0
S-W-20250923163534224-0003-1,T10-000631873,S11-250800032^3,21030874,1A,T071,20,2025-10-21 00:00:33.600,,0,1,0,1,0,0
S-W-20250925110634393-0082-1,T10-000633180,S11-250800033^3,21040181,1A,T071,20,2025-10-21 00:12:08.400,,0,1,0,1,0,0
S-W-20250925110634393-0086-1,T10-000633176,S11-250800033^3,21030886,1A,T071,20,2025-10-21 00:16:02.400,,0,1,0,1,0,0
S-W-20250925110636267-0009-1,T10-000633203,S11-250800033^4,21410027,1A,T071,20,2025-10-21 00:17:03.600,,0,1,0,1,0,0
S-W-20250925110638438-0048-1,T10-000633222,S11-250800033^5,21410027,1A,T071,20,2025-10-21 00:18:55.200,,0,1,0,1,0,0
S-W-20250925110645602-0013-1,T10-000633265,S11-250800033^7,21031065,1A,T071,20,2025-10-21 00:20:46.800,,0,1,0,1,0,0
S-W-20250923163601810-0019-1,T10-000633303,S11-250800036^1,21030804,1A,T071,20,2025-10-21 00:22:49.200,,0,1,0,1,0,0
S-W-20250923163601810-0023-1,T10-000633301,S11-250800036^1,21030243,1A,T071,20,2025-10-21 00:28:38.400,,0,1,0,1,0,0
S-W-20250923163601810-0029-1,T10-000633298,S11-250800036^1,21030236,1A,T071,20,2025-10-21 00:39:01.200,,0,1,0,1,0,0
S-W-20250923163604680-0017-1,T10-000633408,S11-250800036^4,21020540,1A,T071,20,2025-10-21 00:53:18.000,,0,1,0,1,0,0
S-W-20250923163609660-0013-1,T10-000633103,S11-250800033^1,21030432,1A,T071,20,2025-10-21 01:00:33.600,,0,1,0,1,0,0
S-W-20250923163609660-0023-1,T10-000633096,S11-250800033^1,21030240,1A,T071,20,2025-10-21 01:22:52.800,,0,1,0,1,0,0
S-W-20250923163609660-0029-1,T10-000633093,S11-250800033^1,21030236,1A,T071,20,2025-10-21 01:36:30.000,,0,1,0,1,0,0
S-W-20250923163609660-0035-1,T10-000633090,S11-250800033^1,21030136,1A,T071,20,2025-10-21 02:00:25.200,,0,1,0,1,0,0
S-W-20250923163611689-0105-1,T10-000633180,S11-250800033^3,21040181,1A,T071,20,2025-10-21 02:06:03.600,,0,1,0,1,0,0
S-W-20250923163613489-0037-1,T10-000633202,S11-250800033^4,21020540,1A,T071,20,2025-10-21 02:09:57.600,,0,1,0,1,0,0
S-W-20250923163614619-0062-1,T10-000633222,S11-250800033^5,21410027,1A,T071,20,2025-10-21 02:14:02.400,,0,1,0,1,0,0
S-W-20250923163615359-0043-1,T10-000633236,S11-250800033^6,21020320,1A,T071,20,2025-10-21 02:25:19.200,,0,1,0,1,0,0
S-W-20250923163615359-0045-1,T10-000633237,S11-250800033^6,21020323,1A,T071,20,2025-10-21 02:34:08.400,,0,1,0,1,0,0
S-W-20250923163614619-0040-1,T10-000633221,S11-250800033^5,21020540,1A,T071,20,2025-10-21 02:42:00.000,,0,1,0,1,0,0
S-W-20250923163752482-0035-1,T10-000633061,S13-250900019^15,21210513,1A,T071,20,2025-10-21 03:33:18.000,,0,1,0,1,0,0
S-W-20250923163752482-0033-2,T10-000633055,S13-250900019^15,21210505,1A,T071,30,2025-10-21 03:17:06.000,,0,1,0,1,0,0
S-W-20250925110755725-0004-5,T10-000632636,S13-250900013^14,21335047,1A,T071,60,2025-10-21 00:46:38.400,,0,1,0,1,0,0
S-W-20250916195704322-0029-6,T10-000632961,S11-250900027^6,21030710,1A,T077,70,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0029-6,T10-000632961,S11-250900027^6,21030710,1A,T077,70,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0013-6,T10-000632961,S11-250900027^6,21030710,1A,T077,70,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0041-7,T10-000632953,S11-250900027^6,21030585,1A,T077,80,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0041-7,T10-000632953,S11-250900027^6,21030585,1A,T077,80,2025-10-20 23:56:50.400,,0,1,0,1,0,0
S-W-20250925110516351-0025-7,T10-000632953,S11-250900027^6,21030585,1A,T077,80,2025-10-21 00:00:04.800,,0,1,0,1,0,0
S-W-20250923163604680-0019-7,T10-000633404,S11-250800036^4,21020328,1A,T077,80,2025-10-21 00:53:50.400,,0,1,0,1,0,0
S-W-20250923163613489-0039-7,T10-000633198,S11-250800033^4,21020328,1A,T077,80,2025-10-21 02:11:27.600,,0,1,0,1,0,0
S-W-20250923163614619-0038-7,T10-000633217,S11-250800033^5,21020328,1A,T077,80,2025-10-21 03:08:02.400,,0,1,0,1,0,0
S-W-20250923163615359-0047-9,T10-000633238,S11-250800033^6,21020538,1A,T077,100,2025-10-21 02:37:51.600,,0,1,0,1,0,0
S-W-20250923163615359-0049-9,T10-000633239,S11-250800033^6,21020539,1A,T077,100,2025-10-21 02:53:13.200,,0,1,0,1,0,0
S-W-20250916195704322-0037-4,T10-000632955,S11-250900027^6,21030590,1A,T078,50,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0037-4,T10-000632955,S11-250900027^6,21030590,1A,T078,50,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0021-4,T10-000632955,S11-250900027^6,21030590,1A,T078,50,2025-10-20 23:57:33.600,,0,1,0,1,0,0
S-W-20250923163601810-0009-5,T10-000633309,S11-250800036^1,21030813,1A,T078,60,2025-10-21 00:07:27.600,,0,1,0,1,0,0
S-W-20250923163609660-0051-8,T10-000633112,S11-250800033^1,21420152,1A,T078,90,2025-10-21 02:04:08.400,,0,1,0,1,0,0
S-W-20250916195704322-0047-1,T10-000632950,S11-250900027^6,21030574,1A,T091,20,2025-10-20 23:56:54.000,,0,1,0,1,0,0
S-W-20250923163556931-0047-1,T10-000632950,S11-250900027^6,21030574,1A,T091,20,2025-10-21 00:04:20.400,,0,1,0,1,0,0
S-W-20250925110516351-0031-1,T10-000632950,S11-250900027^6,21030574,1A,T091,20,2025-10-21 00:07:13.200,,0,1,0,1,0,0
S-W-20250923163604680-0019-1,T10-000633404,S11-250800036^4,21020328,1A,T091,20,2025-10-21 00:53:50.400,,0,1,0,1,0,0
S-W-20250923163604680-0021-1,T10-000633403,S11-250800036^4,21020326,1A,T091,20,2025-10-21 00:57:58.800,,0,1,0,1,0,0
S-W-20250923163613489-0039-1,T10-000633198,S11-250800033^4,21020328,1A,T091,20,2025-10-21 02:11:27.600,,0,1,0,1,0,0
S-W-20250923163613489-0041-1,T10-000633197,S11-250800033^4,21020326,1A,T091,20,2025-10-21 02:29:52.800,,0,1,0,1,0,0
S-W-20250923163615359-0047-1,T10-000633238,S11-250800033^6,21020538,1A,T091,20,2025-10-21 02:37:51.600,,0,1,0,1,0,0
S-W-20250923163615359-0049-1,T10-000633239,S11-250800033^6,21020539,1A,T091,20,2025-10-21 02:53:13.200,,0,1,0,1,0,0
S-W-20250923163614619-0038-1,T10-000633217,S11-250800033^5,21020328,1A,T091,20,2025-10-21 03:08:02.400,,0,1,0,1,0,0
S-W-20250923163614619-0036-1,T10-000633216,S11-250800033^5,21020326,1A,T091,20,2025-10-21 03:29:52.800,,0,1,0,1,0,0
S-W-20250923163446673-0060-2,T10-000631423,S11-250800006^2,21210524,1A,T091,30,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110439415-0017-2,T10-000631423,S11-250800006^2,21210524,1A,T091,30,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163601810-0023-2,T10-000633301,S11-250800036^1,21030243,1A,T091,30,2025-10-21 00:28:38.400,,0,1,0,1,0,0
S-W-20250923163609660-0013-2,T10-000633103,S11-250800033^1,21030432,1A,T091,30,2025-10-21 01:00:33.600,,0,1,0,1,0,0
S-W-20250916195704322-0029-4,T10-000632961,S11-250900027^6,21030710,1A,T091,50,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0041-4,T10-000632953,S11-250900027^6,21030585,1A,T091,50,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0029-4,T10-000632961,S11-250900027^6,21030710,1A,T091,50,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0013-4,T10-000632961,S11-250900027^6,21030710,1A,T091,50,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0041-4,T10-000632953,S11-250900027^6,21030585,1A,T091,50,2025-10-20 23:56:50.400,,0,1,0,1,0,0
S-W-20250925110516351-0025-4,T10-000632953,S11-250900027^6,21030585,1A,T091,50,2025-10-21 00:00:04.800,,0,1,0,1,0,0
S-W-20250916195648872-0070,T10-000632493,S11-250900015^2,22020318,3A,G005,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195659532-0098,T10-000632854,S11-250900027^1,22030196,3A,G005,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195659532-0101,T10-000632853,S11-250900027^1,22030195,3A,G005,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163544931-0046,T10-000632494,S11-250900015^2,22020319,3A,G005,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163544931-0056,T10-000632493,S11-250900015^2,22020318,3A,G005,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163553431-0098,T10-000632854,S11-250900027^1,22030196,3A,G005,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110501802-0022,T10-000632494,S11-250900015^2,22020319,3A,G005,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195700652-0119,T10-000632894,S11-250900027^2,22030151,3A,G005,10,2025-10-20 23:57:30.000,,0,1,0,1,0,0
S-W-20250916195700652-0122,T10-000632893,S11-250900027^2,22030150,3A,G005,10,2025-10-20 23:57:30.000,,0,1,0,1,0,0
S-W-20250923163553431-0101,T10-000632853,S11-250900027^1,22030195,3A,G005,10,2025-10-20 23:57:30.000,,0,1,0,1,0,0
S-W-20250923163554041-0114,T10-000632894,S11-250900027^2,22030151,3A,G005,10,2025-10-21 00:05:00.000,,0,1,0,1,0,0
S-W-20250916195702392-0126,T10-000632930,S11-250900027^4,22030151,3A,G005,10,2025-10-21 00:08:07.200,,0,1,0,1,0,0
S-W-20250916195702392-0129,T10-000632929,S11-250900027^4,22030150,3A,G005,10,2025-10-21 00:08:07.200,,0,1,0,1,0,0
S-W-20250916195704322-0140,T10-000632970,S11-250900027^6,22030151,3A,G005,10,2025-10-21 00:14:21.600,,0,1,0,1,0,0
S-W-20250916195704322-0143,T10-000632969,S11-250900027^6,22030150,3A,G005,10,2025-10-21 00:14:21.600,,0,1,0,1,0,0
S-W-20250923163554041-0117,T10-000632893,S11-250900027^2,22030150,3A,G005,10,2025-10-21 00:15:37.200,,0,1,0,1,0,0
S-W-20250923163601810-0048,T10-000633317,S11-250800036^1,22390004,3A,G005,10,2025-10-21 00:30:37.200,,0,1,0,1,0,0
S-W-20250923163610579-0039,T10-000633151,S11-250800033^2,22390003,3A,G005,10,2025-10-21 00:36:51.600,,0,1,0,1,0,0
S-W-20250923163610579-0069,T10-000633149,S11-250800033^2,22030448,3A,G005,10,2025-10-21 00:36:51.600,,0,1,0,1,0,0
S-W-20250923163608000-0044,T10-000633452,S11-250800036^9,22390004,3A,G005,10,2025-10-21 02:27:28.800,,0,1,0,1,0,0
S-W-20250916195659532-0098-1,T10-000632854,S11-250900027^1,22030196,3A,G006,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195659532-0101-1,T10-000632853,S11-250900027^1,22030195,3A,G006,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163553431-0098-1,T10-000632854,S11-250900027^1,22030196,3A,G006,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195700652-0119-1,T10-000632894,S11-250900027^2,22030151,3A,G006,20,2025-10-20 23:57:30.000,,0,1,0,1,0,0
S-W-20250916195700652-0122-1,T10-000632893,S11-250900027^2,22030150,3A,G006,20,2025-10-20 23:57:30.000,,0,1,0,1,0,0
S-W-20250923163553431-0101-1,T10-000632853,S11-250900027^1,22030195,3A,G006,20,2025-10-20 23:57:30.000,,0,1,0,1,0,0
S-W-20250923163554041-0114-1,T10-000632894,S11-250900027^2,22030151,3A,G006,20,2025-10-21 00:05:00.000,,0,1,0,1,0,0
S-W-20250916195702392-0126-1,T10-000632930,S11-250900027^4,22030151,3A,G006,20,2025-10-21 00:08:07.200,,0,1,0,1,0,0
S-W-20250916195702392-0129-1,T10-000632929,S11-250900027^4,22030150,3A,G006,20,2025-10-21 00:08:07.200,,0,1,0,1,0,0
S-W-20250916195704322-0140-1,T10-000632970,S11-250900027^6,22030151,3A,G006,20,2025-10-21 00:14:21.600,,0,1,0,1,0,0
S-W-20250916195704322-0143-1,T10-000632969,S11-250900027^6,22030150,3A,G006,20,2025-10-21 00:14:21.600,,0,1,0,1,0,0
S-W-20250923163554041-0117-1,T10-000632893,S11-250900027^2,22030150,3A,G006,20,2025-10-21 00:15:37.200,,0,1,0,1,0,0
S-W-20250923163601810-0048-1,T10-000633317,S11-250800036^1,22390004,3A,G006,20,2025-10-21 00:30:37.200,,0,1,0,1,0,0
S-W-20250923163610579-0039-1,T10-000633151,S11-250800033^2,22390003,3A,G006,20,2025-10-21 00:36:51.600,,0,1,0,1,0,0
S-W-20250923163610579-0069-1,T10-000633149,S11-250800033^2,22030448,3A,G006,20,2025-10-21 00:36:51.600,,0,1,0,1,0,0
S-W-20250923163608000-0044-1,T10-000633452,S11-250800036^9,22390004,3A,G006,20,2025-10-21 02:27:28.800,,0,1,0,1,0,0
S-W-20250925110503472-0009-2,T10-000632727,S1A-250900009^1,22030141,3A,G007,30,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163601810-0048-2,T10-000633317,S11-250800036^1,22390004,3A,G007,30,2025-10-21 00:30:37.200,,0,1,0,1,0,0
S-W-20250923163608000-0044-2,T10-000633452,S11-250800036^9,22390004,3A,G007,30,2025-10-21 02:27:28.800,,0,1,0,1,0,0
S-W-20250925110503472-0009-3,T10-000632727,S1A-250900009^1,22030141,3A,G008,40,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163616319-0023-3,T10-000633279,S11-250800033^7,22030586,3A,G008,40,2025-10-21 00:08:43.200,,0,1,0,1,0,0
S-W-20250923163601810-0048-3,T10-000633317,S11-250800036^1,22390004,3A,G008,40,2025-10-21 00:30:37.200,,0,1,0,1,0,0
S-W-20250923163608000-0044-3,T10-000633452,S11-250800036^9,22390004,3A,G008,40,2025-10-21 02:27:28.800,,0,1,0,1,0,0
S-W-20250923163559370-0015-5,T10-000633028,S11-250900022^2,22210328,3A,G010,60,2025-10-21 01:40:09.600,,0,1,0,1,0,0
S-W-20250923163510417-0001,T10-000631592,S11-250800041^3,P32762BBSW,A001,A001,10,2025-10-21 00:18:34.600,,0,1,0,1,0,0
S-W-20250923163511647-0001,T10-000631614,S11-250800041^4,R60120ED20,A001,A001,10,2025-10-21 00:32:16.400,,0,1,0,1,0,0
S-W-20250925110438575-0001,T10-000631364,S11-250800014^4,P32740ARMUB,A001,A001,10,2025-10-21 02:22:48.000,,0,1,0,1,0,0
S-W-20250923163536909-0001,T10-000631939,S11-250800032^5,P32762BBSW,A001,A001,10,2025-10-21 03:07:09.400,,0,1,0,1,0,0
S-W-20250923163537399-0001,T10-000631961,S11-250800032^6,R60120ED20,A001,A001,10,2025-10-21 03:19:20.400,,0,1,0,1,0,0
S-W-20250925110441235-0001,T10-000631592,S11-250800041^3,P32762BBSW,A001,A001,10,2025-10-21 03:21:29.800,,0,1,0,1,0,0
S-W-20250930204637623-0001,T10-000631592,S11-250800041^3,P32762BBSW,A001,A001,10,2025-10-21 03:21:29.800,,0,1,0,1,0,0
S-W-20250925110441375-0001,T10-000631614,S11-250800041^4,R60120ED20,A001,A001,10,2025-10-21 03:35:11.600,,0,1,0,1,0,0
S-W-20250925110456439-0001,T10-000631939,S11-250800032^5,P32762BBSW,A001,A001,10,2025-10-21 03:43:31.600,,0,1,0,1,0,0
S-W-20250930204643993-0001,T10-000631939,S11-250800032^5,P32762BBSW,A001,A001,10,2025-10-21 03:43:31.600,,0,1,0,1,0,0
S-W-20250925110456739-0001,T10-000631961,S11-250800032^6,R60120ED20,A001,A001,10,2025-10-21 03:55:42.600,,0,1,0,1,0,0
S-W-20250909182429350-0001,T10-000631614,S11-250800041^4,R60120ED20,A001,A001,10,2025-10-21 04:57:40.200,,0,1,0,1,0,0
S-W-20250909182449956-0001,T10-000631939,S11-250800032^5,P32762BBSW,A001,A001,10,2025-10-21 08:33:22.400,,0,1,0,1,0,0
S-W-20250909182450653-0001,T10-000631961,S11-250800032^6,R60120ED20,A001,A001,10,2025-10-21 08:45:33.400,,0,1,0,1,0,0
S-W-20250909182424638-0001,T10-000631444,S11-250800006^2,32200741,A001,A001,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195600956-0001,T10-000631581,S11-250800041^1,S344B3BGSW,A001,A001,20,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163500136-0001,T10-000632570,S11-250900026^2,S542--YLSWB,A001,A001,20,2025-10-20 23:53:43.800,,0,1,0,1,0,0
S-W-20250916195607989-0001,T10-000631582,S11-250800041^2,S344B3DRSW,A001,A001,20,2025-10-21 00:04:12.800,,0,1,0,1,0,0
S-W-20250923163503664-0001,T10-000632558,S11-250900025^2,S542--WRSWB,A001,A001,20,2025-10-21 00:06:09.200,,0,1,0,1,0,0
S-W-20250916195623488-0001,T10-000632411,S11-250800038^3,S941A2SGSW,A001,A001,20,2025-10-21 00:18:25.600,,0,1,0,1,0,0
S-W-20250916195629790-0001,T10-000632125,S11-250800034^3,S941A2SRSW,A001,A001,20,2025-10-21 00:36:42.000,,0,1,0,1,0,0
S-W-20250923163523362-0001,T10-000632344,S11-250800038^1,S344B3DRSW,A001,A001,20,2025-10-21 00:40:36.400,,0,1,0,1,0,0
S-W-20250916195631100-0001,T10-000632164,S11-250800034^4,S846C2SPSW,A001,A001,20,2025-10-21 01:07:02.000,,0,1,0,1,0,0
S-W-20250923163529654-0001,T10-000632059,S11-250800034^1,S344B3BGSW,A001,A001,20,2025-10-21 01:18:12.800,,0,1,0,1,0,0
S-W-20250916195632150-0001,T10-000632163,S11-250800034^5,S846C2BGSW,A001,A001,20,2025-10-21 01:27:29.200,,0,1,0,1,0,0
S-W-20250916195632830-0001,T10-000632199,S11-250800034^6,S846EBDGSW01,A001,A001,20,2025-10-21 01:37:47.400,,0,1,0,1,0,0
S-W-20250923163530204-0001,T10-000632092,S11-250800034^2,S946A3LBSWB,A001,A001,20,2025-10-21 01:46:27.400,,0,1,0,1,0,0
S-W-20250916195637451-0001,T10-000631929,S11-250800032^4,S946A4DGSWB,A001,A001,20,2025-10-21 02:10:22.000,,0,1,0,1,0,0
S-W-20250923163533134-0001,T10-000631822,S11-250800032^1,S846EBSPSW01,A001,A001,20,2025-10-21 02:12:43.800,,0,1,0,1,0,0
S-W-20250916195642362-0001,T10-000631821,S11-250800032^11,S846EBBGSW01,A001,A001,20,2025-10-21 02:34:42.000,,0,1,0,1,0,0
S-W-20250916195643052-0001,T10-000631993,S11-250800032^12,S840FBSPSW01,A001,A001,20,2025-10-21 02:42:20.200,,0,1,0,1,0,0
S-W-20250923163533743-0001,T10-000631864,S11-250800032^2,S840GBDRSW2,A001,A001,20,2025-10-21 02:50:16.600,,0,1,0,1,0,0
S-W-20250925110440415-0001,T10-000632570,S11-250900026^2,S542--YLSWB,A001,A001,20,2025-10-21 02:56:39.000,,0,1,0,1,0,0
S-W-20250930204636823-0001,T10-000632570,S11-250900026^2,S542--YLSWB,A001,A001,20,2025-10-21 02:56:39.000,,0,1,0,1,0,0
S-W-20250925110440625-0001,T10-000632558,S11-250900025^2,S542--WRSWB,A001,A001,20,2025-10-21 03:09:04.400,,0,1,0,1,0,0
S-W-20250930204637053-0001,T10-000632558,S11-250900025^2,S542--WRSWB,A001,A001,20,2025-10-21 03:09:04.400,,0,1,0,1,0,0
S-W-20250909182427267-0001,T10-000631581,S11-250800041^1,S344B3BGSW,A001,A001,20,2025-10-21 03:39:14.600,,0,1,0,1,0,0
S-W-20250909182428102-0001,T10-000631582,S11-250800041^2,S344B3DRSW,A001,A001,20,2025-10-21 03:53:27.400,,0,1,0,1,0,0
S-W-20250909182437561-0001,T10-000631735,S11-250800041^14,S840FBSPSW01,A001,A001,20,2025-10-21 05:06:00.200,,0,1,0,1,0,0
S-W-20250909182440073-0001,T10-000632059,S11-250800034^1,S344B3BGSW,A001,A001,20,2025-10-21 05:14:31.200,,0,1,0,1,0,0
S-W-20250909182441179-0001,T10-000632092,S11-250800034^2,S946A3LBSWB,A001,A001,20,2025-10-21 05:42:45.800,,0,1,0,1,0,0
S-W-20250909182443275-0001,T10-000632164,S11-250800034^4,S846C2SPSW,A001,A001,20,2025-10-21 05:59:02.200,,0,1,0,1,0,0
S-W-20250909182444104-0001,T10-000632163,S11-250800034^5,S846C2BGSW,A001,A001,20,2025-10-21 06:19:29.400,,0,1,0,1,0,0
S-W-20250909182444719-0001,T10-000632199,S11-250800034^6,S846EBDGSW01,A001,A001,20,2025-10-21 06:29:47.600,,0,1,0,1,0,0
S-W-20250909182445678-0001,T10-000631822,S11-250800032^1,S846EBSPSW01,A001,A001,20,2025-10-21 07:02:22.200,,0,1,0,1,0,0
S-W-20250909182446700-0001,T10-000631864,S11-250800032^2,S840GBDRSW2,A001,A001,20,2025-10-21 07:39:55.000,,0,1,0,1,0,0
S-W-20250909182447884-0001,T10-000631897,S11-250800032^3,S941A2LGSW,A001,A001,20,2025-10-21 07:56:47.800,,0,1,0,1,0,0
