kanban_id,work_order_id,sales_order_id,part_no,work_center_id,process_id,process_seq,expected_start_time,actual_start_time,produce_status,planned_today_flag,started_today_flag,overdue_not_started_so_far_flag,started_on_time_today_flag,started_late_today_flag
S-W-20250930204645603-0004,T20-000963427,S1A-241200022^2,33100781,1902,S1,10,2025-10-21 10:37:20.200,,0,1,0,1,0,0
S-W-20250923163545671-0077,T20-000964124,S1A-241200023^1,33100786,1902,S1,10,2025-10-21 11:07:26.800,,0,1,0,1,0,0
S-W-20250923163545671-0078,T20-000964123,S1A-241200023^1,32600530,1902,S1,10,2025-10-21 11:07:26.800,,0,1,0,1,0,0
S-W-20250916195704322-0027,T10-000632964,S11-250900027^6,21030871,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0029,T10-000632961,S11-250900027^6,21030710,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0031,T10-000632960,S11-250900027^6,21030635,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0033,T10-000632959,S11-250900027^6,21030601,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0035,T10-000632958,S11-250900027^6,21030600,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0037,T10-000632955,S11-250900027^6,21030590,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0039,T10-000632954,S11-250900027^6,21030589,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250916195704322-0041,T10-000632953,S11-250900027^6,21030585,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163446673-0060,T10-000631423,S11-250800006^2,21210524,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163525243-0061,T10-000632387,S11-250800038^3,21030874,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0027,T10-000632964,S11-250900027^6,21030871,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0029,T10-000632961,S11-250900027^6,21030710,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0031,T10-000632960,S11-250900027^6,21030635,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0033,T10-000632959,S11-250900027^6,21030601,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0035,T10-000632958,S11-250900027^6,21030600,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250923163556931-0037,T10-000632955,S11-250900027^6,21030590,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110439415-0017,T10-000631423,S11-250800006^2,21210524,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110513126-0005,T10-000632851,S11-250900027^1,21420121,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110513126-0006,T10-000632850,S11-250900027^1,21420120,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110513126-0007,T10-000632849,S11-250900027^1,21420119,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0005,T10-000632968,S11-250900027^6,21420325,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0011,T10-000632964,S11-250900027^6,21030871,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0013,T10-000632961,S11-250900027^6,21030710,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0015,T10-000632960,S11-250900027^6,21030635,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204635573-0003,T10-000631423,S11-250800006^2,21210524,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204654781-0043,T10-000633311,S11-250800036^1,21350022,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204654781-0044,T10-000633312,S11-250800036^1,21350025,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204656841-0005,T10-000633335,S11-250800036^2,21030658,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204656841-0008,T10-000633336,S11-250800036^2,21030659,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204656841-0009,T10-000633349,S11-250800036^2,21031072,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204659668-0008,T10-000633376,S11-250800036^3,21030909,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250930204700238-0005,T10-000633405,S11-250800036^4,21020456,1A,T010,10,2025-10-20 23:50:00.000,,0,1,0,1,0,0
S-W-20250925110516351-0017,T10-000632959,S11-250900027^6,21030601,1A,T010,10,2025-10-20 23:53:14.400,,0,1,0,1,0,0
S-W-20250916195704322-0043,T10-000632952,S11-250900027^6,21030584,1A,T010,10,2025-10-20 23:54:19.200,,0,1,0,1,0,0
S-W-20250923163556931-0039,T10-000632954,S11-250900027^6,21030589,1A,T010,10,2025-10-20 23:54:19.200,,0,1,0,1,0,0
S-W-20250925110516351-0019,T10-000632958,S11-250900027^6,21030600,1A,T010,10,2025-10-20 23:54:19.200,,0,1,0,1,0,0
S-W-20250916195704322-0045,T10-000632951,S11-250900027^6,21030576,1A,T010,10,2025-10-20 23:56:50.400,,0,1,0,1,0,0
S-W-20250923163556931-0041,T10-000632953,S11-250900027^6,21030585,1A,T010,10,2025-10-20 23:56:50.400,,0,1,0,1,0,0
